session_id,video_id,n_events,speed_ratio,anomalie_vitesse,regularite_anormale,sans_interaction_video_longue,non_exploitable
s004036,v7,7,1.0,False,False,False,False
s004037,v16,9,1.0,False,False,False,False
s004038,v1,5,1.0,False,False,False,False
s004039,v27,6,1.0,False,False,False,False
s004040,v22,2,1.02,False,False,False,False
s004041,v28,6,1.0,False,False,False,False
s004042,v26,5,1.0,False,False,False,False
s004043,v11,4,1.0,False,False,False,False
s004044,v2,6,1.0,False,False,False,False
s004045,v25,5,1.0,False,False,False,False
s004046,v20,5,1.0,False,False,False,False
s004047,v8,5,1.0,False,False,False,False
s004048,v8,7,1.0,False,False,False,False
s004049,v21,7,1.0,False,False,False,False
s004050,v4,2,1.0,False,False,True,True
s004051,v21,13,1.0,False,False,False,False
s004052,v20,7,1.0,False,False,False,False
s004053,v12,7,1.0,False,False,False,False
s004054,v22,9,1.0,False,False,False,False
s004055,v9,9,1.0,False,False,False,False
s004056,v26,5,1.0,False,False,False,False
s004057,v17,7,1.0,False,False,False,False
s004058,v12,9,1.0,False,False,False,False
s004059,v13,6,1.0,False,False,False,False
s004060,v4,6,1.0,False,False,False,False
s004061,v19,4,1.0,False,False,False,False
s004062,v25,6,1.01,False,False,False,False
s004063,v16,9,1.0,False,False,False,False
s004064,v3,8,1.0,False,False,False,False
s004065,v5,8,1.0,False,False,False,False
s004066,v11,5,1.0,False,False,False,False
s004067,v19,5,1.0,False,False,False,False
s004068,v24,9,1.0,False,False,False,False
s004069,v17,5,1.0,False,False,False,False
s004070,v15,5,1.0,False,False,False,False
s004071,v2,6,1.0,False,False,False,False
s004072,v19,8,1.0,False,False,False,False
s004073,v22,11,1.0,False,False,False,False
s004074,v26,4,1.0,False,False,False,False
s004075,v9,7,1.0,False,False,False,False
s004076,v14,3,1.0,False,False,False,False
s004077,v17,7,1.0,False,False,False,False
s004078,v11,5,1.0,False,False,False,False
s004079,v26,9,1.0,False,False,False,False
s004080,v23,9,1.0,False,False,False,False
s004081,v22,5,1.0,False,False,False,False
s004082,v20,12,1.0,False,False,False,False
s004083,v25,7,1.0,False,False,False,False
s004084,v17,2,1.0,False,False,True,True
s004085,v5,7,1.0,False,False,False,False
s004086,v6,7,1.0,False,False,False,False
s004087,v8,7,4.49,True,False,False,True
s004088,v10,11,1.0,False,False,False,False
s004089,v14,12,1.0,False,False,False,False
s004090,v14,9,1.0,False,False,False,False
s004091,v4,8,1.0,False,False,False,False
s004092,v9,6,1.0,False,False,False,False
s004093,v16,8,1.0,False,False,False,False
s004094,v14,7,1.0,False,False,False,False
s004095,v16,6,0.83,False,False,False,False
s004096,v10,7,1.0,False,False,False,False
s004097,v19,4,1.0,False,False,False,False
s004098,v25,7,1.0,False,False,False,False
s004099,v13,5,1.0,False,False,False,False
s004100,v17,5,1.0,False,False,False,False
s004101,v18,7,1.0,False,False,False,False
s004102,v21,7,1.0,False,False,False,False
s004103,v18,5,1.0,False,False,False,False
s004104,v25,9,0.87,False,False,False,False
s004105,v23,5,1.0,False,False,False,False
s004106,v27,4,1.0,False,False,False,False
s004107,v22,7,1.0,False,False,False,False
s004108,v9,7,1.0,False,False,False,False
s004109,v23,5,1.0,False,False,False,False
s004110,v29,9,1.0,False,False,False,False
s004111,v2,6,1.0,False,False,False,False
s004112,v15,6,1.0,False,False,False,False
s004113,v19,6,1.0,False,False,False,False
s004114,v26,3,1.0,False,False,False,False
s004115,v11,5,1.0,False,False,False,False
s004116,v28,8,1.0,False,False,False,False
s004117,v1,10,1.0,False,False,False,False
s004118,v19,8,1.0,False,False,False,False
s004119,v2,5,1.0,False,False,False,False
s004120,v28,8,1.0,False,False,False,False
s004121,v16,3,1.0,False,False,False,False
s004122,v20,7,1.0,False,False,False,False
s004123,v25,6,1.0,False,False,False,False
s004124,v3,7,1.0,False,False,False,False
s004125,v29,8,1.0,False,False,False,False
s004126,v18,12,1.0,False,False,False,False
s004127,v22,8,1.0,False,False,False,False
s004128,v11,3,2.86,False,False,False,False
s004129,v8,8,1.0,False,False,False,False
s004130,v16,10,1.0,False,False,False,False
s004131,v16,4,1.0,False,False,False,False
s004132,v17,7,1.0,False,False,False,False
s004133,v8,14,1.0,False,False,False,False
s004134,v28,7,1.0,False,False,False,False
s004135,v27,12,1.0,False,False,False,False
s004136,v26,7,1.0,False,False,False,False
s004137,v22,7,1.0,False,False,False,False
s004138,v7,5,1.0,False,False,False,False
s004139,v3,6,1.0,False,False,False,False
s004140,v25,5,1.0,False,False,False,False
s004141,v22,5,1.0,False,False,False,False
s004142,v16,9,1.0,False,False,False,False
s004143,v15,3,1.0,False,False,False,False
s004144,v16,8,1.0,False,False,False,False
s004145,v10,8,1.0,False,False,False,False
s004146,v3,9,1.0,False,False,False,False
s004147,v27,6,1.0,False,False,False,False
s004148,v5,8,1.0,False,False,False,False
s004149,v16,4,1.0,False,False,False,False
s004150,v10,8,1.0,False,False,False,False
s004151,v11,7,1.0,False,False,False,False
s004152,v16,5,1.0,False,False,False,False
s004153,v16,5,1.0,False,False,False,False
s004154,v29,6,1.0,False,False,False,False
s004155,v14,8,1.0,False,False,False,False
s004156,v20,4,1.0,False,False,False,False
s004157,v17,7,1.0,False,False,False,False
s004158,v18,8,1.0,False,False,False,False
s004159,v11,9,1.0,False,False,False,False
s004160,v5,9,1.0,False,False,False,False
s004161,v21,5,1.0,False,False,False,False
s004162,v13,7,1.0,False,False,False,False
s004163,v19,8,1.0,False,False,False,False
s004164,v29,6,1.0,False,False,False,False
s004165,v27,9,1.0,False,False,False,False
s004166,v30,6,1.0,False,False,False,False
s004167,v10,11,1.0,False,False,False,False
s004168,v4,7,1.0,False,False,False,False
s004169,v21,4,1.0,False,False,False,False
s004170,v3,12,1.0,False,False,False,False
s004171,v21,6,1.0,False,False,False,False
s004172,v25,8,1.0,False,False,False,False
s004173,v23,7,1.0,False,False,False,False
s004174,v19,6,1.0,False,False,False,False
s004175,v15,8,1.0,False,False,False,False
s004176,v17,8,1.0,False,False,False,False
s004177,v8,10,1.0,False,False,False,False
s004178,v2,6,1.0,False,False,False,False
s004179,v1,7,1.0,False,False,False,False
s004180,v3,9,1.0,False,False,False,False
s004181,v17,8,1.0,False,False,False,False
s004182,v10,6,1.0,False,False,False,False
s004183,v7,5,1.01,False,False,False,False
s004184,v7,4,1.0,False,False,False,False
s004185,v16,5,1.0,False,False,False,False
s004186,v22,4,1.0,False,False,False,False
s004187,v5,4,1.0,False,False,False,False
s004188,v8,5,1.0,False,False,False,False
s004189,v19,6,1.0,False,False,False,False
s004190,v28,9,1.0,False,False,False,False
s004191,v25,12,1.48,False,False,False,False
s004192,v21,7,1.0,False,False,False,False
s004193,v3,7,1.0,False,False,False,False
s004194,v21,6,1.0,False,False,False,False
s004195,v21,11,1.0,False,False,False,False
s004196,v18,10,1.0,False,False,False,False
s004197,v12,8,1.0,False,False,False,False
s004198,v26,8,1.0,False,False,False,False
s004199,v6,3,1.0,False,False,False,False
s004200,v2,9,1.0,False,False,False,False
s004201,v6,6,1.0,False,False,False,False
s004202,v4,10,1.0,False,False,False,False
s004203,v13,6,1.0,False,False,False,False
s004204,v23,7,1.0,False,False,False,False
s004205,v18,9,1.0,False,False,False,False
s004206,v25,8,1.0,False,False,False,False
s004207,v17,8,1.0,False,False,False,False
s004208,v30,3,1.0,False,False,False,False
s004209,v19,8,1.0,False,False,False,False
s004210,v19,8,1.0,False,False,False,False
s004211,v6,7,1.0,False,False,False,False
s004212,v8,8,1.0,False,False,False,False
s004213,v19,8,1.0,False,False,False,False
s004214,v11,7,1.0,False,False,False,False
s004215,v15,4,1.0,False,False,False,False
s004216,v19,7,1.0,False,False,False,False
s004217,v4,6,1.0,False,False,False,False
s004218,v28,6,1.0,False,False,False,False
s004219,v6,5,1.0,False,False,False,False
s004220,v26,9,1.0,False,False,False,False
s004221,v7,6,1.0,False,False,False,False
s004222,v6,8,1.0,False,False,False,False
s004223,v8,9,1.0,False,False,False,False
s004224,v12,5,1.0,False,False,False,False
s004225,v25,6,1.0,False,False,False,False
s004226,v16,7,1.0,False,False,False,False
s004227,v1,8,1.0,False,False,False,False
s004228,v8,6,1.0,False,False,False,False
s004229,v18,10,1.0,False,False,False,False
s004230,v17,5,1.0,False,False,False,False
s004231,v18,11,1.0,False,False,False,False
s004232,v1,9,1.0,False,False,False,False
s004233,v23,6,1.0,False,False,False,False
s004234,v27,6,1.0,False,False,False,False
s004235,v9,7,1.0,False,False,False,False
s004236,v20,6,1.0,False,False,False,False
s004237,v10,7,1.0,False,False,False,False
s004238,v15,7,1.0,False,False,False,False
s004239,v23,9,1.0,False,False,False,False
s004240,v4,7,1.0,False,False,False,False
s004241,v30,6,1.0,False,False,False,False
s004242,v22,6,1.0,False,False,False,False
s004243,v16,7,1.0,False,False,False,False
s004244,v27,8,1.0,False,False,False,False
s004245,v3,12,1.0,False,False,False,False
s004246,v27,5,1.0,False,False,False,False
s004247,v6,10,1.0,False,False,False,False
s004248,v28,9,1.0,False,False,False,False
s004249,v2,6,1.0,False,False,False,False
s004250,v28,6,1.0,False,False,False,False
s004251,v10,11,1.0,False,False,False,False
s004252,v13,10,1.0,False,False,False,False
s004253,v19,7,1.0,False,False,False,False
s004254,v30,4,1.0,False,False,False,False
s004255,v6,4,1.0,False,False,False,False
s004256,v16,8,1.0,False,False,False,False
s004257,v9,6,1.75,False,False,False,False
s004258,v11,4,1.0,False,False,False,False
s004259,v24,7,1.0,False,False,False,False
s004260,v3,5,1.0,False,False,False,False
s004261,v5,6,1.0,False,False,False,False
s004262,v23,8,1.0,False,False,False,False
s004263,v5,8,1.0,False,False,False,False
s004264,v13,8,1.0,False,False,False,False
s004265,v22,7,1.0,False,False,False,False
s004266,v17,6,1.0,False,False,False,False
s004267,v17,8,1.0,False,False,False,False
s004268,v27,4,1.0,False,False,False,False
s004269,v13,8,1.0,False,False,False,False
s004270,v16,7,1.0,False,False,False,False
s004271,v15,7,1.0,False,False,False,False
s004272,v19,7,0.98,False,False,False,False
s004273,v27,4,1.0,False,False,False,False
s004274,v10,7,1.0,False,False,False,False
s004275,v17,7,1.0,False,False,False,False
s004276,v8,8,1.0,False,False,False,False
s004277,v30,5,1.01,False,False,False,False
s004278,v25,4,1.0,False,False,False,False
s004279,v28,10,1.0,False,False,False,False
s004280,v11,6,1.0,False,False,False,False
s004281,v2,7,1.0,False,False,False,False
s004282,v22,3,1.0,False,False,False,False
s004283,v27,7,1.0,False,False,False,False
s004284,v28,5,1.0,False,False,False,False
s004285,v10,11,1.0,False,False,False,False
s004286,v20,13,1.0,False,False,False,False
s004287,v29,3,1.0,False,False,False,False
s004288,v18,7,1.0,False,False,False,False
s004289,v28,9,1.0,False,False,False,False
s004290,v15,7,1.0,False,False,False,False
s004291,v2,6,1.0,False,False,False,False
s004292,v9,10,0.96,False,False,False,False
s004293,v23,5,1.0,False,False,False,False
s004294,v26,4,1.02,False,False,False,False
s004295,v19,7,1.0,False,False,False,False
s004296,v14,7,1.0,False,False,False,False
s004297,v25,9,1.0,False,False,False,False
s004298,v4,9,1.0,False,False,False,False
s004299,v8,5,1.0,False,False,False,False
s004300,v23,9,1.0,False,False,False,False
s004301,v7,5,1.0,False,False,False,False
s004302,v14,10,1.0,False,False,False,False
s004303,v10,5,1.0,False,False,False,False
s004304,v22,8,1.0,False,False,False,False
s004305,v19,9,1.0,False,False,False,False
s004306,v19,7,1.0,False,False,False,False
s004307,v25,11,1.0,False,False,False,False
s004308,v23,6,1.0,False,False,False,False
s004309,v29,8,1.0,False,False,False,False
s004310,v11,4,1.0,False,False,False,False
s004311,v3,12,1.0,False,False,False,False
s004312,v30,7,1.0,False,False,False,False
s004313,v23,5,1.02,False,False,False,False
s004314,v17,8,1.0,False,False,False,False
s004315,v7,5,1.0,False,False,False,False
s004316,v6,7,1.0,False,False,False,False
s004317,v27,5,1.0,False,False,False,False
s004318,v13,5,1.0,False,False,False,False
s004319,v20,6,1.0,False,False,False,False
s004320,v15,8,1.0,False,False,False,False
s004321,v21,5,1.0,False,False,False,False
s004322,v18,8,1.0,False,False,False,False
s004323,v6,8,1.0,False,False,False,False
s004324,v4,8,1.0,False,False,False,False
s004325,v24,8,0.99,False,False,False,False
s004326,v19,7,0.89,False,False,False,False
s004327,v18,5,1.0,False,False,False,False
s004328,v24,3,1.0,False,False,False,False
s004329,v11,11,1.0,False,False,False,False
s004330,v20,5,1.0,False,False,False,False
s004331,v15,8,1.0,False,False,False,False
s004332,v21,4,1.0,False,False,False,False
s004333,v29,8,1.0,False,False,False,False
s004334,v19,9,1.0,False,False,False,False
s004335,v27,7,2.07,False,False,False,False
s004336,v5,11,1.0,False,False,False,False
s004337,v29,7,2.85,False,False,False,False
s004338,v7,6,1.0,False,False,False,False
s004339,v22,7,1.0,False,False,False,False
s004340,v7,1,1.0,False,False,True,True
s004341,v24,6,1.0,False,False,False,False
s004342,v10,8,1.0,False,False,False,False
s004343,v1,9,1.0,False,False,False,False
s004344,v7,5,1.0,False,False,False,False
s004345,v29,6,1.0,False,False,False,False
s004346,v28,5,1.0,False,False,False,False
s004347,v3,8,1.0,False,False,False,False
s004348,v15,5,1.0,False,False,False,False
s004349,v12,9,0.81,False,False,False,False
s004350,v20,9,1.0,False,False,False,False
s004351,v16,9,1.0,False,False,False,False
s004352,v27,10,1.0,False,False,False,False
s004353,v26,8,1.0,False,False,False,False
s004354,v20,10,1.0,False,False,False,False
s004355,v30,5,1.0,False,False,False,False
s004356,v28,5,1.01,False,False,False,False
s004357,v1,10,1.0,False,False,False,False
s004358,v5,14,1.0,False,False,False,False
s004359,v30,10,0.96,False,False,False,False
s004360,v23,11,1.0,False,False,False,False
s004361,v24,7,1.0,False,False,False,False
s004362,v4,6,1.0,False,False,False,False
s004363,v1,4,1.0,False,False,False,False
s004364,v14,7,1.0,False,False,False,False
s004365,v3,3,1.0,False,False,False,False
s004366,v23,7,1.0,False,False,False,False
s004367,v26,8,1.0,False,False,False,False
s004368,v10,6,1.0,False,False,False,False
s004369,v3,7,1.0,False,False,False,False
s004370,v30,5,1.0,False,False,False,False
s004371,v27,7,1.0,False,False,False,False
s004372,v8,10,1.0,False,False,False,False
s004373,v29,5,1.0,False,False,False,False
s004374,v5,4,1.0,False,False,False,False
s004375,v13,6,1.0,False,False,False,False
s004376,v11,5,1.0,False,False,False,False
s004377,v6,6,1.0,False,False,False,False
s004378,v10,10,1.0,False,False,False,False
s004379,v2,5,1.0,False,False,False,False
s004380,v29,7,1.0,False,False,False,False
s004381,v23,3,1.0,False,False,False,False
s004382,v6,6,1.0,False,False,False,False
s004383,v13,7,1.0,False,False,False,False
s004384,v1,8,1.0,False,False,False,False
s004385,v30,3,1.0,False,False,False,False
s004386,v23,6,1.0,False,False,False,False
s004387,v10,13,1.0,False,False,False,False
s004388,v14,6,1.0,False,False,False,False
s004389,v8,8,1.0,False,False,False,False
s004390,v16,7,1.0,False,False,False,False
s004391,v16,8,1.0,False,False,False,False
s004392,v17,6,1.0,False,False,False,False
s004393,v12,8,0.82,False,False,False,False
s004394,v7,3,1.0,False,False,False,False
s004395,v27,5,1.0,False,False,False,False
s004396,v21,4,1.01,False,False,False,False
s004397,v28,7,1.0,False,False,False,False
s004398,v3,9,1.0,False,False,False,False
s004399,v10,5,1.0,False,False,False,False
s004400,v10,10,1.0,False,False,False,False
s004401,v20,8,1.0,False,False,False,False
s004402,v9,8,1.0,False,False,False,False
s004403,v8,7,1.0,False,False,False,False
s004404,v4,8,1.0,False,False,False,False
s004405,v30,5,1.0,False,False,False,False
s004406,v20,7,1.0,False,False,False,False
s004407,v10,7,1.0,False,False,False,False
s004408,v22,10,1.0,False,False,False,False
s004409,v23,10,1.0,False,False,False,False
s004410,v9,8,1.0,False,False,False,False
s004411,v25,9,1.0,False,False,False,False
s004412,v21,5,1.0,False,False,False,False
s004413,v24,3,1.0,False,False,False,False
s004414,v1,9,1.0,False,False,False,False
s004415,v24,4,1.0,False,False,False,False
s004416,v11,7,1.0,False,False,False,False
s004417,v30,11,1.0,False,False,False,False
s004418,v18,9,1.0,False,False,False,False
s004419,v27,8,1.0,False,False,False,False
s004420,v3,4,1.0,False,False,False,False
s004421,v30,4,1.0,False,False,False,False
s004422,v11,6,1.0,False,False,False,False
s004423,v16,12,2.79,False,False,False,False
s004424,v4,11,1.0,False,False,False,False
s004425,v19,5,1.0,False,False,False,False
s004426,v1,8,1.0,False,False,False,False
s004427,v14,8,1.0,False,False,False,False
s004428,v19,7,1.0,False,False,False,False
s004429,v30,7,1.0,False,False,False,False
s004430,v24,7,1.0,False,False,False,False
s004431,v29,11,1.0,False,False,False,False
s004432,v2,10,1.0,False,False,False,False
s004433,v27,8,1.0,False,False,False,False
s004434,v27,6,1.0,False,False,False,False
s004435,v2,6,1.0,False,False,False,False
s004436,v12,11,1.0,False,False,False,False
s004437,v14,6,1.0,False,False,False,False
s004438,v1,14,1.0,False,False,False,False
s004439,v12,12,1.0,False,False,False,False
s004440,v16,3,1.0,False,False,False,False
s004441,v26,5,1.0,False,False,False,False
s004442,v1,11,1.0,False,False,False,False
s004443,v15,6,1.0,False,False,False,False
s004444,v21,9,1.0,False,False,False,False
s004445,v26,7,1.0,False,False,False,False
